hp_id	english	french
HP:0025794	Reduced MHC I cell surface expression	Expression réduite de la surface cellulaire du CMH I
HP:0025795	Positive urine infectious agent test	Test d'agent infectieux urinaire positif
HP:0025796	Positive urine Legionella pneumophila antigen test	Test urinaire positif pour l'antigène Legionella pneumophila
HP:0025797	Unilateral sensorineural hearing impairment	Déficience auditive neurosensorielle unilatérale
HP:0025798	Abnormal wrist morphology	Morphologie anormale du poignet
HP:0025799	Abnormal wrist physiology	Physiologie anormale du poignet
HP:0025800	Wrist instability	Instabilité du poignet
HP:0025801	Nail elevation	Élévation des ongles
HP:0025802	Talipes varus	Pied varus
HP:0025805	Absent circulating T cells	Cellules T circulantes absentes
HP:0025806	Abnormal total B cell count	Nombre total anormal de lymphocytes B
HP:0025807	Decreased natural killer cell degranulation	Diminution de la dégranulation des cellules tueuses naturelles
HP:0025808	Decreased natural killer cell-induced killing of target cells	Diminution de la destruction des cellules cibles induite par les cellules tueuses naturelles
HP:0025809	Generalized scaling	Mise à l'échelle généralisée
HP:0025810	Ichthyosis linearis circumflexa	Ichtyose linéaire circonflexe
HP:0025811	Trichorrhexis invaginata	Trichorrhexis invaginée
HP:0025812	Seborrheic scales on scalp	Écailles séborrhéiques sur le cuir chevelu
HP:0025813	Eyebrow scaling skin	Peau desquamée des sourcils
HP:0025814	Patchy stratum granulosum of epidermis	Couche granuleuse inégale de l'épiderme
HP:0025815	Absent stratum granulosum of epidermis	Absence de couche granuleuse de l'épiderme
HP:0025816	Hypogranulosis	Hypogranulose
HP:0025817	Psoriasiform acanthosis	Acanthose psoriasiforme
HP:0025818	Intraepidermal microabscess formation	Formation de microabcès intraépidermique
HP:0025819	Palmoplantar peeling	Peeling palmoplantaire
HP:0025821	Lower eyelid erythema	Érythème de la paupière inférieure
HP:0025822	Upper eyelid erythema	Érythème de la paupière supérieure
HP:0025823	Positive provocative functional shoulder test	Test fonctionnel provocateur positif de l'épaule
HP:0025824	Decreased neutrophil phagocytosis	Diminution de la phagocytose des neutrophiles
HP:0025825	Decreased neutrophil adhesion	Diminution de l'adhésion des neutrophiles
HP:0025826	Severely decreased neutrophil count	Nombre de neutrophiles fortement diminué
HP:0025827	Abnormal Th1 T cell proportion	Proportion anormale de lymphocytes T Th1
HP:0025828	Increased Th1 T cell proportion	Augmentation de la proportion de lymphocytes T Th1
HP:0025829	Decreased Th1 T cell proportion	Diminution de la proportion de lymphocytes T Th1
HP:0025830	Abnormal Th17 T cell proportion	Proportion anormale de lymphocytes T Th17
HP:0025831	Increased Th17 T cell proportion	Augmentation de la proportion de lymphocytes T Th17
HP:0025832	Decreased Th17 T cell proportion	Diminution de la proportion de lymphocytes T Th17
HP:0025833	Decreased PMA/ionomycin-induced T-cell proliferation	Diminution de la prolifération des lymphocytes T induite par le PMA/ionomycine
HP:0025834	Decreased PHA-induced T-cell proliferation	Diminution de la prolifération des lymphocytes T induite par le PHA
HP:0025835	Decreased CD8+ T cell degranulation	Diminution de la dégranulation des lymphocytes T CD8+
HP:0025836	Increased CD8+ T cell proportion	Augmentation de la proportion de lymphocytes T CD8+
HP:0025837	Abnormal RTE CD4+ T cell proportion	Proportion anormale de lymphocytes T RTE CD4+
HP:0025838	Increased RTE CD4+ T cell proportion	Augmentation de la proportion de lymphocytes T RTE CD4+
HP:0025839	Decreased RTE CD4+ T cell proportion	Diminution de la proportion de lymphocytes T RTE CD4+
HP:0025840	Abnormal HLA DR+ CD4+ T cell proportion	Proportion anormale de lymphocytes T HLA DR+ CD4+
HP:0025841	Decreased proportion of HLA DR+ CD4+ T cells	Diminution de la proportion de lymphocytes T HLA DR+ CD4+
HP:0025842	Abnormal HLA DR+ CD8+ T cell proportion	Proportion anormale de lymphocytes T HLA DR+ CD8+
HP:0025843	Increased HLA DR+ CD8+ T cell proportion	Augmentation de la proportion de lymphocytes T HLA DR+ CD8+
HP:0025844	Decreased HLA DR+ CD8+ T cell proportion	Diminution de la proportion de lymphocytes T HLA DR+ CD8+
HP:0025845	Abnormal TCR repertoire	Répertoire TCR anormal
HP:0025846	Decreased natural killer cell perforin expression	Diminution de l'expression de la perforine des cellules tueuses naturelles
HP:0025847	Fish allergy	Allergie au poisson
HP:0025848	Shellfish allergy	Allergie aux crustacés
HP:0025850	Abnormal synovial cavity morphology	Morphologie anormale de la cavité synoviale
HP:0032288	Polyclonal elevation of circulating IgG	Élévation polyclonale des IgG circulantes
HP:0032289	Oligoclonal elevation of circulating IgG	Élévation oligoclonale des IgG circulantes
HP:0032290	Monoclonal elevation of IgG	Élévation monoclonale des IgG
HP:0032291	Monoclonal elevation of intact IgG	Élévation monoclonale des IgG intactes
HP:0032292	Monoclonal elevation of IgG light chain	Élévation monoclonale de la chaîne légère des IgG
HP:0032293	Monoclonal elevation of IgG heavy chain	Élévation monoclonale de la chaîne lourde des IgG
HP:0032294	Monoclonal elevation of IgG kappa chain	Élévation monoclonale de la chaîne kappa des IgG
HP:0032295	Monoclonal elevation of IgG lambda chain	Élévation monoclonale de la chaîne lambda des IgG
HP:0032296	Increased circulating IgG subclass	Augmentation de la sous-classe d'IgG circulante
HP:0032297	Increased circulating IgG3 level	Augmentation du taux d’IgG3 circulant
HP:0032298	Increased circulating IgG1 level	Augmentation du taux d’IgG1 circulant
HP:0032299	Increased circulating IgG2 level	Augmentation du taux d’IgG2 circulant
HP:0032300	Increased circulating IgG4 level	Augmentation du taux d’IgG4 circulantes
HP:0032301	Genital warts	Verrues génitales
HP:0032302	Kappa Bence Jones proteinuria	Protéinurie de Kappa Bence Jones
HP:0032303	Lambda Bence Jones proteinuria	Protéinurie Lambda Bence Jones
HP:0032304	Abnormal circulating mannose-binding protein concentration	Concentration anormale de protéines circulantes liant le mannose
HP:0032305	Decreased circulating mannose-binding protein concentration	Diminution de la concentration en protéines liant le mannose en circulation
HP:0032306	Elevated circulating mannose-binding protein concentration	Concentration élevée de protéines circulantes liant le mannose
HP:0032308	Increased circulating procalcitonin concentration	Augmentation de la concentration circulante de procalcitonine
HP:0032309	Abnormal granulocyte count	Nombre de granulocytes anormal
HP:0032310	Increased total granulocyte count	Augmentation du nombre total de granulocytes
HP:0032311	Elevated circulating globulin concentration	Concentration élevée de globulines circulantes
HP:0032312	Decreased circulating globulin concentration	Diminution de la concentration de globuline circulante
HP:0032313	Frontotemporal hypertrichosis	Hypertrichose frontotemporale
HP:0032314	Abnormal areolar morphology	Morphologie aréolaire anormale
HP:0032315	Areolar fullness	Plénitude aréolaire
HP:0032323	Periodic fever	Fièvre périodique
HP:0032324	Non-periodic recurrent fever	Fièvre récurrente non périodique
HP:0032325	Lacunar stroke	AVC lacunaire
HP:0032326	Methicillin-resistant Staphylococcus aureus infection	Infection à Staphylococcus aureus résistant à la méthicilline
HP:0032327	Interhemispheric cyst	Kyste interhémisphérique
HP:0032328	Temporomandibular joint adhesion	Adhésion de l'articulation temporo-mandibulaire
HP:0032329	Increased urinary 11-deoxycortisol level	Augmentation du taux urinaire de 11-désoxycortisol
HP:0032330	Increased urinary 11-deoxycorticosterone level	Augmentation du taux urinaire de 11-désoxycorticostérone
HP:0032331	Increased urinary 11-deoxytetrahydrocorticosterone level	Augmentation du taux urinaire de 11-désoxytétrahydrocorticostérone
HP:0032332	Oligoclonal elevation of circulating IgM	Élévation oligoclonale des IgM circulantes
HP:0032333	Polyclonal elevation of circulating IgA	Élévation polyclonale des IgA circulantes
HP:0032334	Oligoclonal elevation of circulating IgA	Élévation oligoclonale des IgA circulantes
HP:0032335	Monoclonal elevation of circulating IgA	Élévation monoclonale des IgA circulantes
HP:0032336	Increased circulating specific IgE antibody concentration	Augmentation de la concentration en anticorps IgE spécifiques circulants
HP:0032337	Monoclonal elevated circulating IgE concentration	Concentration d’IgE circulante monoclonale élevée
HP:0032338	Oligoclonal elevated circulating IgE concentration	Concentration oligoclonale élevée d’IgE circulantes
HP:0032339	Polyclonal elevated circulating IgE concentration	Concentration polyclonale d’IgE circulante élevée
HP:0032341	Reduced forced vital capacity	Capacité vitale forcée réduite
HP:0032342	Reduced forced expiratory volume in one second	Volume expiratoire forcé réduit en une seconde
HP:0032344	Upslanting toenail	Ongle d'orteil incliné
HP:0032345	Elevated cancer Ag 19-9 level	Niveau de cancer élevé Ag 19-9
HP:0032346	Cutaneous lichen amyloidosis	Amylose cutanée à lichen
HP:0032347	Cutaneous macular amyloidosis	Amylose maculaire cutanée
HP:0032348	Cutaneous nodular amyloidosis	Amylose nodulaire cutanée
HP:0032349	Serinuria	Sérinurie
HP:0032350	Sulfocysteinuria	Sulfocystéinurie
HP:0032351	Phenylalaninuria	Phénylalaninurie
HP:0032352	Methioninuria	Méthioninurie
HP:0032353	Leucinuria	Leucinurie
HP:0032355	Decreased peak expiratory flow	Diminution du débit expiratoire de pointe
HP:0032356	Decreased pre-bronchodilator forced vital capacity	Diminution de la capacité vitale forcée pré-bronchodilatateur
HP:0032357	Decreased post-bronchodilator forced vital capacity	Diminution de la capacité vitale forcée post-bronchodilatateur
HP:0032358	Decreased post-bronchodilator forced expiratory volume in one second	Diminution du volume expiratoire forcé post-bronchodilatateur en une seconde
HP:0032359	Decreased forced expiratory flow 25-75%	Diminution du débit expiratoire forcé de 25 à 75 %
HP:0032360	Decreased pre-bronchodilator forced expiratory flow 25-75%	Diminution du débit expiratoire forcé pré-bronchodilatateur de 25 à 75 %
HP:0032361	Decreased post-bronchodilator forced expiratory flow 25-75%	Diminution du débit expiratoire forcé post-bronchodilatateur de 25 à 75 %
HP:0032362	Increased circulating corticosterone level	Augmentation du taux de corticostérone circulante
HP:0032363	Decreased circulating corticosterone level	Diminution du taux de corticostérone circulante
HP:0032366	Positive direct antiglobulin test	Test direct positif à l'antiglobuline
HP:0032367	Abnormal growth hormone level	Niveau d'hormone de croissance anormal
HP:0032368	Acidemia	Acidémie
HP:0032369	Alkalemia	Alcalémie
HP:0032371	Isoleucinuria	Isoleucinurie
HP:0032372	Increased peripheral blast count	Augmentation du nombre d’explosions périphériques
HP:0032376	Anti-beta 2 glycoprotein I antibody positivity	Positivité des anticorps anti-bêta 2 glycoprotéine I
HP:0032377	Increased urinary orosomucoid	Augmentation de l'orosomucoïde urinaire
HP:0032378	Immediate-type hypersensitivity drug reaction	Réaction médicamenteuse d’hypersensibilité de type immédiat
HP:0032379	Polymorphous light eruption	Éruption lumineuse polymorphe
HP:0032381	Hydroa vacciniforme	Hydroa vacciniforme
HP:0032385	Abnormal circulating transferrin concentration	Concentration anormale de transferrine circulante
HP:0032386	Elevated circulating transferrin concentration	Concentration élevée de transferrine circulante
HP:0032387	Reduced circulating transferrin concentration	Concentration réduite de transferrine circulante
HP:0032388	Periventricular nodular heterotopia	Hétérotopie nodulaire périventriculaire
HP:0032389	Periventricular laminar heterotopia	Hétérotopie laminaire périventriculaire
HP:0032390	Periventricular ribbonlike heterotopia	Hétérotopie en forme de ruban périventriculaire
HP:0032391	Subcortical heterotopia	Hétérotopie sous-corticale
HP:0032392	Nodular subcortical heterotopia in peritrigonal regions	Hétérotopie sous-corticale nodulaire dans les régions péritrigonales
HP:0032393	Diffuse ribbon-like subcortical heterotopia	Hétérotopie sous-corticale diffuse en forme de ruban
HP:0032394	Mesial parasagittal subcortical heterotopia	Hétérotopie sous-corticale mésiale parasagittale
HP:0032395	Curvilinear subcortical heterotopia	Hétérotopie sous-corticale curviligne
HP:0032396	Transmantle columnar heterotopia	Hétérotopie colonnaire transmantlée
HP:0032397	Citrullinuria	Citrullinurie
HP:0032398	Dysgyria	Dysgyrie
HP:0032399	Dysgyria with normal cortical thickness	Dysgyrie avec épaisseur corticale normale
HP:0032400	Dysgyria with thickened cortex	Dysgyrie avec cortex épaissi
HP:0032401	Aspartic aciduria	Acidurie aspartique
HP:0032403	Asparaginuria	Asparaginurie
HP:0032404	Testicular mass	Masse testiculaire
HP:0032405	Increased urinary phosphoserine level	Augmentation du taux de phosphosérine urinaire
HP:0032406	Unilateral perisylvian polymicrogyria	Polymicrogyrie périsylvienne unilatérale
HP:0032407	Bilateral perisylvian polymicrogyria	Polymicrogyrie périsylvienne bilatérale
HP:0032408	Breast mass	Masse mammaire
HP:0032409	Subcortical band heterotopia	Hétérotopie de la bande sous-corticale
HP:0032410	Bilateral generalized polymicrogyria	Polymicrogyrie généralisée bilatérale
HP:0032411	Posterior predominant subcortical band heterotopia	Hétérotopie de la bande sous-corticale postérieure prédominante
HP:0032412	Anterior predominant subcortical band heterotopia	Hétérotopie de la bande sous-corticale antérieure prédominante
HP:0032413	Diffuse subcortical band heterotopia	Hétérotopie diffuse des bandes sous-corticales
HP:0032414	Hydroxylysinuria	Hydroxylysinurie
HP:0032415	Parasagittal parieto-occipital polymicrogyria	Polymicrogyrie pariéto-occipitale parasagittale
HP:0032416	Retinal microaneurysm	Microanévrisme rétinien
HP:0032417	Periglomerular fibrosis	Fibrose périglomérulaire
HP:0032418	Abnormal HDL subfraction concentration	Concentration anormale de sous-fraction HDL
HP:0032419	Abnormal HDL2a concentration	Concentration anormale de HDL2a
HP:0032420	Increased HDL2a concentration	Augmentation de la concentration de HDL2a
HP:0032421	Decreased HDL2a concentration	Diminution de la concentration en HDL2a
HP:0032422	Abnormal HDL2b concentration	Concentration anormale de HDL2b
HP:0032423	Decreased HDL2b concentration	Diminution de la concentration en HDL2b
HP:0032424	Increased HDL2b concentration	Augmentation de la concentration de HDL2b
HP:0032425	Abnormal HDL3a concentration	Concentration anormale de HDL3a
HP:0032426	Abnormal HDL3b concentration	Concentration anormale de HDL3b
HP:0032427	Abnormal HDL3c concentration	Concentration anormale de HDL3c
